Date,Open,High,Low,Close,Adj Close,Volume
2021-02-15,66610.000000,66950.000000,66160.000000,66600.000000,65147.468750,1009400
2021-02-16,66940.000000,69000.000000,66810.000000,68340.000000,66849.523438,1773700
2021-02-17,69290.000000,69830.000000,68140.000000,68610.000000,67113.632813,1083400
2021-02-18,67350.000000,69020.000000,67230.000000,68600.000000,67103.851563,1171400
2021-02-19,67600.000000,68480.000000,67250.000000,68300.000000,66810.390625,960800
2021-02-22,68600.000000,68870.000000,67410.000000,68030.000000,66546.281250,906600
2021-02-24,67200.000000,67470.000000,66250.000000,66440.000000,64990.960938,1336200
2021-02-25,66670.000000,68780.000000,66660.000000,68360.000000,66869.085938,1236000
2021-02-26,67190.000000,67500.000000,64750.000000,64750.000000,63337.816406,1688500
2021-03-01,65880.000000,66050.000000,65000.000000,65270.000000,63846.476563,716000
2021-03-02,65820.000000,65950.000000,64120.000000,64520.000000,63112.835938,815400
2021-03-03,64440.000000,64740.000000,63030.000000,63400.000000,62017.261719,819000
2021-03-04,62200.000000,62260.000000,61020.000000,61120.000000,59786.988281,1069700
2021-03-05,60470.000000,62030.000000,60100.000000,62030.000000,60677.140625,1111100
2021-03-08,61770.000000,62030.000000,59720.000000,59740.000000,58437.085938,1130600
2021-03-09,59100.000000,59120.000000,57610.000000,58830.000000,57546.933594,1490700
2021-03-10,60180.000000,60190.000000,58890.000000,59000.000000,57713.222656,944400
2021-03-11,59280.000000,59740.000000,58440.000000,59740.000000,58437.085938,766000
2021-03-12,60220.000000,60760.000000,59660.000000,60650.000000,59327.238281,902600
2021-03-15,60160.000000,61630.000000,59460.000000,61620.000000,60276.082031,879300
2021-03-16,62500.000000,64190.000000,62300.000000,63640.000000,62252.027344,1295300
2021-03-17,62800.000000,63920.000000,62520.000000,63500.000000,62115.082031,912700
2021-03-18,63920.000000,64140.000000,63050.000000,63360.000000,61978.132813,810800
2021-03-19,62270.000000,62690.000000,61610.000000,62530.000000,61166.234375,1166900
2021-03-22,61850.000000,63440.000000,61530.000000,62980.000000,61606.421875,774300
2021-03-23,64000.000000,64390.000000,63600.000000,63980.000000,62584.613281,990600
2021-03-24,64400.000000,65110.000000,63100.000000,63140.000000,61762.933594,924800
2021-03-25,62740.000000,62900.000000,61530.000000,62310.000000,60951.035156,837300
2021-03-26,62870.000000,64490.000000,62720.000000,64250.000000,62848.722656,1009000
2021-03-29,64220.000000,64940.000000,63850.000000,64650.000000,63240.000000,1023000
2021-03-30,63770.000000,64140.000000,63360.000000,63550.000000,63550.000000,723400
2021-03-31,63170.000000,63170.000000,61810.000000,61810.000000,61810.000000,863700
2021-04-01,62950.000000,63960.000000,62450.000000,62920.000000,62920.000000,875100
2021-04-02,63620.000000,63720.000000,62630.000000,62940.000000,62940.000000,551500
2021-04-05,62970.000000,63880.000000,62940.000000,63340.000000,63340.000000,527900
2021-04-06,63480.000000,64030.000000,63020.000000,63710.000000,63710.000000,854500
2021-04-07,64100.000000,64110.000000,63270.000000,63800.000000,63800.000000,758800
2021-04-08,63970.000000,65090.000000,63690.000000,64760.000000,64760.000000,1028400
2021-04-09,65190.000000,65250.000000,64570.000000,64850.000000,64850.000000,709900
2021-04-12,65000.000000,65050.000000,64220.000000,64670.000000,64670.000000,623000
2021-04-13,64880.000000,65840.000000,64790.000000,65420.000000,65420.000000,869600
2021-04-14,66000.000000,66150.000000,65380.000000,65900.000000,65900.000000,739100
2021-04-15,65380.000000,65380.000000,64360.000000,64850.000000,64850.000000,883100
2021-04-16,65160.000000,65780.000000,64900.000000,65050.000000,65050.000000,635100
2021-04-19,64840.000000,64840.000000,63560.000000,64100.000000,64100.000000,771500
2021-04-20,63460.000000,63730.000000,62830.000000,63070.000000,63070.000000,580300
2021-04-21,62650.000000,62970.000000,62280.000000,62620.000000,62620.000000,594500
2021-04-22,62710.000000,62850.000000,62070.000000,62460.000000,62460.000000,702100
2021-04-23,62500.000000,62930.000000,62190.000000,62420.000000,62420.000000,536800
2021-04-26,62230.000000,62390.000000,61350.000000,61450.000000,61450.000000,655200
2021-04-27,61640.000000,62380.000000,60990.000000,61000.000000,61000.000000,667000
2021-04-28,60600.000000,62440.000000,60550.000000,62250.000000,62250.000000,765800
2021-04-30,62470.000000,63000.000000,61960.000000,62690.000000,62690.000000,856600
2021-05-06,63000.000000,63070.000000,61350.000000,61610.000000,61610.000000,1142900
2021-05-07,60910.000000,61020.000000,59700.000000,60410.000000,60410.000000,1660100
2021-05-10,59960.000000,62420.000000,59920.000000,62220.000000,62220.000000,1159700
2021-05-11,62600.000000,63070.000000,61430.000000,62480.000000,62480.000000,1108900
2021-05-12,62570.000000,63180.000000,61400.000000,61710.000000,61710.000000,790400
2021-05-13,60520.000000,61050.000000,59980.000000,60120.000000,60120.000000,783800
2021-05-14,60690.000000,61390.000000,60150.000000,61280.000000,61280.000000,768700
2021-05-17,61750.000000,62980.000000,61450.000000,62710.000000,62710.000000,785500
2021-05-18,62720.000000,63310.000000,61830.000000,61830.000000,61830.000000,942600
2021-05-19,61690.000000,62920.000000,61500.000000,62590.000000,62590.000000,702100
2021-05-20,62320.000000,62950.000000,61750.000000,62680.000000,62680.000000,585500
2021-05-21,63000.000000,64750.000000,62920.000000,64720.000000,64720.000000,1376600
2021-05-24,63810.000000,65090.000000,63700.000000,65000.000000,65000.000000,1005500
2021-05-25,65500.000000,66970.000000,65500.000000,66750.000000,66750.000000,1370800
2021-05-26,66540.000000,67850.000000,66470.000000,67490.000000,67490.000000,1233800
2021-05-27,67300.000000,67810.000000,65870.000000,67090.000000,67090.000000,2610300
2021-05-28,67950.000000,68300.000000,67330.000000,67970.000000,67970.000000,1146400
2021-05-31,68000.000000,68400.000000,67160.000000,67700.000000,67700.000000,733500
2021-06-01,67750.000000,67940.000000,66600.000000,66760.000000,66760.000000,638200
2021-06-02,67350.000000,67480.000000,66450.000000,67160.000000,67160.000000,759400
2021-06-03,67200.000000,68070.000000,67010.000000,67720.000000,67720.000000,725700
2021-06-04,67250.000000,67950.000000,67100.000000,67760.000000,67760.000000,473300
2021-06-07,68000.000000,69100.000000,67580.000000,68580.000000,68580.000000,696600
2021-06-08,68950.000000,69060.000000,68260.000000,68540.000000,68540.000000,483000
2021-06-09,68160.000000,68380.000000,67310.000000,67460.000000,67460.000000,628200
2021-06-10,67450.000000,67780.000000,66820.000000,67090.000000,67090.000000,511000
2021-06-11,67420.000000,67850.000000,67090.000000,67150.000000,67150.000000,616000
2021-06-14,67070.000000,67350.000000,64850.000000,65080.000000,65080.000000,1296700
2021-06-15,64780.000000,65330.000000,64180.000000,65070.000000,65070.000000,800600
2021-06-16,63600.000000,64000.000000,61970.000000,63250.000000,63250.000000,2381300
2021-06-17,62720.000000,64140.000000,62710.000000,64000.000000,64000.000000,845000
2021-06-18,65100.000000,65400.000000,64470.000000,65300.000000,65300.000000,1054000
2021-06-21,64930.000000,65550.000000,64260.000000,64730.000000,64730.000000,765200
2021-06-22,65300.000000,65330.000000,64730.000000,65190.000000,65190.000000,614000
2021-06-23,64500.000000,64960.000000,63370.000000,64080.000000,64080.000000,1025800
2021-06-24,64690.000000,64720.000000,64120.000000,64410.000000,64410.000000,471500
2021-06-25,64670.000000,64740.000000,63930.000000,64070.000000,64070.000000,576800
2021-06-28,64350.000000,64780.000000,64160.000000,64490.000000,64490.000000,509100
2021-06-29,64900.000000,65200.000000,64130.000000,64600.000000,64600.000000,572500
2021-06-30,64880.000000,65220.000000,64520.000000,64620.000000,64620.000000,520100
2021-07-01,64720.000000,64850.000000,63930.000000,64510.000000,64510.000000,501500
2021-07-02,64320.000000,65150.000000,63790.000000,65150.000000,65150.000000,531900
2021-07-05,65170.000000,65900.000000,64920.000000,65150.000000,65150.000000,537200
2021-07-06,65480.000000,66900.000000,65310.000000,66760.000000,66760.000000,913000
2021-07-07,66760.000000,66990.000000,66030.000000,66700.000000,66700.000000,999200
2021-07-08,65900.000000,66020.000000,63160.000000,63160.000000,63160.000000,1697300
2021-07-09,63690.000000,64480.000000,62420.000000,63290.000000,63290.000000,1410100
2021-07-12,64000.000000,64130.000000,63200.000000,63720.000000,63720.000000,671900
2021-07-13,63650.000000,64030.000000,63010.000000,63340.000000,63340.000000,798400
2021-07-14,63770.000000,64470.000000,63430.000000,63430.000000,63430.000000,865200
2021-07-15,63000.000000,63400.000000,62730.000000,63280.000000,63280.000000,536400
2021-07-16,62950.000000,63090.000000,62380.000000,62500.000000,62500.000000,631900
2021-07-19,62260.000000,62490.000000,60850.000000,61290.000000,61290.000000,944200
2021-07-20,60290.000000,60560.000000,59650.000000,59970.000000,59970.000000,1304300
2021-07-21,60670.000000,60680.000000,59560.000000,59820.000000,59820.000000,1071200
2021-07-26,60750.000000,60890.000000,59940.000000,60120.000000,60120.000000,790800
2021-07-27,59990.000000,60650.000000,59900.000000,60430.000000,60430.000000,503100
2021-07-28,60000.000000,60090.000000,58940.000000,59180.000000,59180.000000,750500
2021-07-29,58400.000000,58880.000000,58190.000000,58710.000000,58710.000000,683400
2021-07-30,58060.000000,58100.000000,56370.000000,56400.000000,56400.000000,1129700
2021-08-02,56920.000000,57740.000000,56870.000000,57380.000000,57380.000000,570600
2021-08-03,57020.000000,57150.000000,55900.000000,56730.000000,56730.000000,670600
2021-08-04,55920.000000,56200.000000,55130.000000,55520.000000,55520.000000,843600
2021-08-05,56520.000000,56840.000000,56150.000000,56490.000000,56490.000000,648200
2021-08-06,53980.000000,54070.000000,50830.000000,52410.000000,52410.000000,3159200
2021-08-10,51700.000000,51780.000000,50590.000000,50810.000000,50810.000000,2068100
2021-08-11,50700.000000,52690.000000,50530.000000,52640.000000,52640.000000,1610300
2021-08-12,52600.000000,52880.000000,51880.000000,52360.000000,52360.000000,1097900
2021-08-13,52130.000000,52940.000000,51990.000000,52440.000000,52440.000000,896100
2021-08-16,52190.000000,52640.000000,51710.000000,51940.000000,51940.000000,693200
2021-08-17,52020.000000,52480.000000,51630.000000,52080.000000,52080.000000,609500
2021-08-18,51560.000000,52430.000000,51560.000000,52270.000000,52270.000000,637100
2021-08-19,52010.000000,52080.000000,51520.000000,51590.000000,51590.000000,582800
2021-08-20,52220.000000,52650.000000,51980.000000,52410.000000,52410.000000,875000
2021-08-23,53040.000000,53310.000000,52330.000000,52560.000000,52560.000000,1024600
2021-08-24,53300.000000,53430.000000,52920.000000,53250.000000,53250.000000,893400
2021-08-25,52960.000000,53480.000000,52730.000000,53290.000000,53290.000000,761500
2021-08-26,53000.000000,53320.000000,52300.000000,52550.000000,52550.000000,874300
2021-08-27,51130.000000,52040.000000,51010.000000,51770.000000,51770.000000,1030100
2021-08-30,51420.000000,52590.000000,51200.000000,52490.000000,52490.000000,842900
2021-08-31,52500.000000,53050.000000,52140.000000,52900.000000,52900.000000,810500
2021-09-01,53360.000000,53840.000000,53110.000000,53720.000000,53720.000000,786400
2021-09-02,54000.000000,54940.000000,53820.000000,54690.000000,54690.000000,878800
2021-09-03,54850.000000,55100.000000,53950.000000,54320.000000,54320.000000,1064200
2021-09-06,54800.000000,55670.000000,54670.000000,55140.000000,55140.000000,805000
2021-09-07,56240.000000,56290.000000,55090.000000,55680.000000,55680.000000,1513800
2021-09-08,55410.000000,55520.000000,54280.000000,54650.000000,54650.000000,1244800
2021-09-09,54470.000000,54950.000000,54060.000000,54340.000000,54340.000000,858100
2021-09-10,54400.000000,55330.000000,54400.000000,55270.000000,55270.000000,913900
2021-09-13,55370.000000,55710.000000,55040.000000,55270.000000,55270.000000,659700
2021-09-14,54730.000000,54950.000000,53910.000000,54210.000000,54210.000000,1040900
2021-09-15,53600.000000,54130.000000,53420.000000,53890.000000,53890.000000,703800
2021-09-16,53330.000000,53390.000000,52360.000000,52500.000000,52500.000000,940400
2021-09-17,52410.000000,53470.000000,51630.000000,53470.000000,53470.000000,1193100
